form,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,period,nbOcc,nbOcc_period,nbUsers_period,propagation_start,propagation_end_ex,type
huehue,8.220439300276207e-06,0.0,0.0,0.0,7.472277849179544e-06,0.0,0.0,0.0,5.388860148301431e-06,5.250446287934474e-06,9.74934435659202e-06,4.746489970666692e-06,1.3658341148939658e-05,1.8100448438610067e-05,1.3967455827920945e-05,0.0,1.2782384170295443e-05,4.049255139517086e-06,1.928699824874056e-05,7.540767273070035e-06,1.4352968193822482e-05,2.1556524800781786e-05,1.3538990600555777e-05,2.3686258586268737e-05,3.3261488518134164e-06,5.843351434737555e-06,1.5216299700238896e-05,2.358175401086333e-05,1.3671124022728245e-05,1.682756624592142e-05,1.5380671622660856e-05,3.112452924149522e-05,1.1980659792049977e-05,3.2420743440067826e-05,1.638466831969765e-05,4.532333510979968e-05,1.948709954010445e-05,9.46772452708716e-06,2.900787273666073e-05,4.291556056918295e-05,2.8151805797582887e-05,3.879685412937088e-05,1.0296831922238324e-05,2.1801394744228763e-05,2.975812058531518e-05,2.458991918698701e-05,3.177443495856781e-05,2.375760455467219e-05,2.031140773289145e-05,2.8585721432144643e-05,2.3946580704582088e-05,3.0187938786407127e-05,2.540682681436502e-05,1.883725179566103e-05,2.317030351315271e-05,2.040399918384003e-05,3.2362128814898845e-05,2.130477546542057e-05,2.771801081695372e-05,1.1824990145841544e-05,2012-05 - 2017-04,804,553,350,3,39,change
ptddddddddddddddddddddddddr,8.220439300276207e-06,0.0,0.0,0.0,0.0,0.0,1.897029252191069e-05,6.024931165161438e-06,0.0,5.250446287934474e-06,2.437336089148005e-05,9.492979941333384e-06,3.642224306383909e-05,3.167578476756762e-05,2.793491165584189e-05,2.378822768188479e-05,3.4086357787454515e-05,7.288659251130755e-05,2.314439789848867e-05,7.163728909416533e-05,3.5882420484556204e-05,5.389131200195446e-05,3.384747650138944e-05,3.7221263492708014e-05,1.663074425906708e-05,2.142562192737104e-05,4.2267499167330266e-05,3.930292335143888e-05,2.905113854829752e-05,3.870340236561926e-05,3.588823378620867e-05,4.39405118703462e-05,2.396131958409996e-05,3.4041780612071214e-05,1.8205187021886275e-05,2.3443104367137768e-05,1.798809188317334e-05,9.46772452708716e-06,8.702361820998219e-06,1.2261588734052273e-05,2.815180579758289e-06,2.7712038663836344e-06,5.148415961119163e-06,1.0900697372114382e-05,2.705283689574108e-06,7.0256911962820045e-06,5.017016046089654e-06,1.0181830523430935e-05,6.770469244297149e-06,5.359822768527121e-06,9.210223347916188e-06,5.660238522451336e-06,7.259093375532863e-06,0.0,5.346993118419857e-06,0.0,5.109809812878765e-06,0.0,1.7323756760596076e-06,0.0,2012-05 - 2017-04,466,441,367,5,22,buzz
mecra,8.220439300276207e-06,8.031999485952032e-06,0.0,8.301924386072691e-06,1.4944555698359088e-05,1.3870683616642048e-05,3.161715420318448e-05,1.807479349548432e-05,3.772202103811002e-05,4.20035703034758e-05,7.312008267444015e-05,3.7971919765333536e-05,5.463336459575863e-05,6.335156953513524e-05,6.983727913960472e-05,5.709174643652349e-05,8.94766891920681e-05,7.693584765082463e-05,7.329059334521412e-05,0.0001093411254595,0.0001040590194052,7.544783680273625e-05,0.000121850915405,0.0001421175515176,9.313216785077564e-05,7.206800102842985e-05,0.0001251117975352,0.0001061178930488,7.348229162216431e-05,8.245507460501495e-05,6.32316500042724e-05,7.506504111184142e-05,5.819177613281417e-05,8.591497011617973e-05,6.189763587441334e-05,7.189218672588915e-05,5.996030627724447e-05,4.16579879191835e-05,5.221417092598932e-05,3.371936901864375e-05,5.911879217492406e-05,4.433926186213815e-05,2.8316287786155395e-05,4.3602789488457526e-05,4.057925534361161e-05,3.161561038326902e-05,3.0102096276537924e-05,3.224246332419797e-05,1.3540938488594298e-05,2.5012506253126565e-05,1.842044669583237e-05,2.07542079156549e-05,1.996250678271537e-05,2.072097697522713e-05,1.2476317276313e-05,1.2984363116989112e-05,5.109809812878765e-06,8.876989777258572e-06,1.0394254056357646e-05,5.912495072920773e-06,2012-05 - 2017-04,1345,1255,1022,4,22,buzz
hatay,8.220439300276207e-06,8.031999485952032e-06,1.6609778176412454e-05,8.301924386072691e-06,7.472277849179544e-06,2.080602542496307e-05,3.794058504382138e-05,4.217451815613006e-05,3.233316088980859e-05,3.675312401554132e-05,5.849606613955212e-05,5.221138967733361e-05,3.18694626808592e-05,6.787668164478775e-05,6.518146053029775e-05,6.184939197290045e-05,4.2607947234318144e-05,7.693584765082463e-05,7.714799299496224e-05,0.0001432745781883,0.0001148237455505,7.544783680273625e-05,7.107970065291782e-05,0.0001184312929313,9.978446555440248e-05,0.0001032325420136,0.000109895497835,6.288467736230221e-05,6.493783910795916e-05,7.572404810664639e-05,8.032128514056225e-05,7.689589577310584e-05,7.188395875229986e-05,5.835733819212208e-05,3.458985534158392e-05,5.157482960770309e-05,5.3964275649520015e-05,4.16579879191835e-05,3.480944728399288e-05,1.2261588734052273e-05,1.4075902898791443e-05,8.313611599150903e-06,2.574207980559581e-05,1.6351046058171572e-05,1.6231702137444643e-05,2.810276478512801e-05,3.177443495856781e-05,2.206063280076703e-05,2.8774494288262883e-05,2.1439291074108483e-05,4.7893161409164175e-05,4.716865435376114e-05,3.811024022154753e-05,4.7093129489152566e-05,4.812293806577871e-05,5.564727050138191e-05,5.961444781691892e-05,3.550795910903429e-05,3.2915137845132545e-05,2.364998029168309e-05,2012-05 - 2017-04,1907,1425,979,2,20,buzz
mdoit,8.220439300276207e-06,0.0,0.0,8.301924386072691e-06,7.472277849179544e-06,0.0,1.2646861681273793e-05,0.0,2.1555440593205724e-05,1.0500892575868949e-05,9.74934435659202e-06,1.8985959882666768e-05,2.276390191489943e-05,4.5251121096525166e-05,3.259073026514887e-05,5.233410090014654e-05,4.2607947234318144e-05,4.049255139517086e-05,3.4716596847733004e-05,5.2785370911490246e-05,6.100011482374555e-05,7.544783680273625e-05,6.092545770250099e-05,6.767502453219639e-05,5.987067933264149e-05,4.285124385474208e-05,3.381399933386421e-05,2.947719251357916e-05,3.0760029051138547e-05,2.860686261806641e-05,2.7343416218063743e-05,2.3801110596437524e-05,2.909588806640709e-05,4.7010077988098346e-05,2.366674312845216e-05,2.656885161608947e-05,2.548313016782889e-05,2.082899395959175e-05,3.771023455765895e-05,1.532698591756534e-05,1.970626405830802e-05,1.1084815465534538e-05,1.544524788335749e-05,2.452656908725736e-05,1.6231702137444643e-05,7.0256911962820045e-06,2.1740402866388505e-05,1.866668929295672e-05,1.3540938488594298e-05,1.2506253126563282e-05,2.210453603499885e-05,3.3961431134708015e-05,2.540682681436502e-05,1.318607625696272e-05,2.1387972473679428e-05,5.564727050138191e-06,1.703269937626255e-05,1.5978581599065432e-05,1.905613243665568e-05,1.1824990145841544e-05,2012-05 - 2017-04,738,637,566,4,22,buzz
compwend,8.031999485952032e-06,0.0,0.0,0.0,0.0,0.0,6.024931165161438e-06,5.388860148301431e-06,5.250446287934474e-06,0.0,4.746489970666692e-06,4.552780382979886e-06,0.0,0.0,4.757645536376958e-06,4.260794723431814e-06,0.0,0.0,7.540767273070035e-06,0.0,7.185508266927261e-06,0.0,0.0,6.652297703626833e-06,0.0,0.0,0.0,3.4177810056820607e-06,1.682756624592142e-06,0.0,1.830854661264425e-06,0.0,0.0,0.0,1.5628736244758512e-06,0.0,1.893544905417432e-06,0.0,2.758857465161761e-05,8.164023681299037e-05,5.819528119405632e-05,0.0001003941112418,0.0001635104605817,0.0001596117376848,0.0001984757762949,0.0001939912871154,0.0001680002036366,0.0001438724714413,0.0001393553919817,0.0001528897075754,0.0002226360485497,0.0002195875746098,0.0001789538920587,0.000196056414342,0.0001391181762534,0.0001992825827022,0.0001562350200797,0.0001281958000284,9.262908947575878e-05,7.751447786859664e-05,2012-06 - 2017-05,2357,1773,1514,38,44,change
0808,8.031999485952032e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.492979941333384e-06,9.105560765959772e-06,4.525112109652517e-06,4.655818609306981e-06,1.4272936609130873e-05,0.0,1.2147765418551258e-05,1.1572198949244335e-05,1.1311150909605052e-05,7.176484096911241e-06,7.185508266927261e-06,6.769495300277887e-06,2.030250735965892e-05,9.97844655544025e-06,1.9477838115791853e-05,1.1834899766852474e-05,2.1616607843291384e-05,3.4177810056820607e-06,1.1779296372144993e-05,2.221652567717679e-05,1.0985127967586549e-05,1.54037054469214e-05,3.566281778407461e-05,3.641037404377255e-05,3.1257472489517024e-05,5.846129862031336e-05,2.650962867584405e-05,2.3206298189328584e-05,1.2261588734052273e-05,1.4075902898791443e-05,1.1084815465534538e-05,1.544524788335749e-05,1.9076220401200168e-05,2.4347553206166964e-05,2.810276478512801e-05,4.180846705074712e-05,3.563640683200828e-05,5.585637126545148e-05,2.6799113842635604e-05,3.3156804052498274e-05,1.886746174150445e-05,4.899888028484683e-05,3.579077841175595e-05,3.208195871051914e-05,3.338836230082914e-05,3.40653987525251e-05,2.308017342087229e-05,3.811226487331136e-05,9.854158454867956e-06,1.6318837446020345e-05,2012-06 - 2017-05,796,603,488,9,44,change
ptttn,8.031999485952032e-06,0.0,0.0,0.0,0.0,0.0,1.2049862330322875e-05,2.1555440593205724e-05,2.1001785151737897e-05,4.87467217829601e-06,3.7971919765333536e-05,5.463336459575863e-05,5.882645742548272e-05,8.380473496752567e-05,5.233410090014654e-05,7.243351029834084e-05,9.718212334841006e-05,0.0001118645898426,0.0001734376472806,0.0001363531978413,8.981885333659076e-05,0.0001184661677548,0.0001048962880249,0.0001197413586652,0.0001285537315642,0.0001149675977351,9.039672370830942e-05,0.0001196223351988,0.0001060136673493,0.0001042467743313,0.0001006970063695,5.134568482307133e-05,8.105185860016957e-05,3.094881793720667e-05,5.470057685665479e-05,7.794839816041781e-05,5.30192573516881e-05,3.771023455765895e-05,3.985016338566988e-05,3.0966986377341176e-05,2.7712038663836345e-05,3.346470374727456e-05,1.9076220401200168e-05,2.705283689574108e-05,3.512845598141002e-05,3.0102096276537924e-05,5.090915261715469e-05,3.8930198154708606e-05,2.6799113842635604e-05,4.236702740041446e-05,3.0187938786407127e-05,4.355456025319718e-05,3.579077841175595e-05,3.029962767104585e-05,1.8549090167127303e-05,2.725231900202008e-05,2.8406367287227432e-05,3.118276216907294e-05,1.5766653527788727e-05,2.651811084978306e-05,2012-06 - 2017-05,1878,1628,1006,5,23,buzz
idfc,8.031999485952032e-06,8.304889088206227e-06,0.0,0.0,0.0,0.0,6.024931165161438e-06,0.0,0.0,0.0,4.746489970666692e-06,0.0,4.525112109652517e-06,4.655818609306981e-06,0.0,0.0,0.0,3.857399649748112e-06,0.0,0.0,3.5927541334636304e-06,6.769495300277887e-06,0.0,9.97844655544025e-06,1.168670286947511e-05,6.762799866772843e-06,1.3756023173003608e-05,1.3671124022728245e-05,1.682756624592142e-05,3.417927027257968e-05,9.154273306322124e-06,2.738436523897137e-05,2.917866909606104e-05,2.366674312845216e-05,3.4383219738468726e-05,5.696229096338224e-05,4.544507773001837e-05,5.221417092598932e-05,3.6784766202156814e-05,4.222770869637433e-05,6.373768892682359e-05,2.574207980559581e-05,4.632796383148612e-05,5.681095748105625e-05,9.133398555166604e-05,0.0001070296756499,0.000106909220496,8.970871748693723e-05,6.967769599085257e-05,0.0001086806355054,0.0001452794554095,0.0001107011739768,0.0001054886100557,0.0001354571589999,0.0001001650869024,0.0001720302637002,0.0001225024589261,0.0001195339216481,7.686243594797005e-05,5.711593106107121e-05,2012-06 - 2017-05,2295,1328,1212,28,57,change
iencli,8.031999485952032e-06,8.304889088206227e-06,0.0,7.472277849179544e-06,0.0,1.2646861681273793e-05,6.024931165161438e-06,1.0777720296602862e-05,1.5751338863803424e-05,1.462401653488803e-05,1.4239469912000076e-05,9.105560765959772e-06,1.357533632895755e-05,1.3967455827920945e-05,0.0,3.4086357787454515e-05,4.4541806534687946e-05,2.314439789848867e-05,5.2785370911490246e-05,5.741187277528993e-05,3.2334787201172675e-05,3.384747650138944e-05,3.3837512266098194e-05,2.660919081450733e-05,3.506010860842533e-05,4.564889910071669e-05,3.733777718386694e-05,7.348229162216431e-05,4.8799942113172114e-05,8.032128514056225e-05,4.943307585413947e-05,4.9634161995635615e-05,7.132563556814922e-05,4.005141144814981e-05,6.251494497903405e-05,7.345137518962447e-05,3.976444301376608e-05,7.832125638898398e-05,8.58311211383659e-05,8.727059797250694e-05,0.0001247041739872,6.950361547510869e-05,6.540418423268629e-05,6.763209223935268e-05,4.0397724378621525e-05,6.187653123510574e-05,7.466675717182687e-05,5.754898857652577e-05,4.823840491674408e-05,3.3156804052498274e-05,6.226262374696469e-05,0.0001016273072574,9.230253379873904e-05,7.129324157893142e-05,7.234145165179648e-05,8.175695700606024e-05,6.924052026261686e-05,9.00835351550996e-05,4.532912889239259e-05,5.915578574182375e-05,2012-06 - 2017-05,9731,1502,1131,5,37,change
nojoke,8.031999485952032e-06,0.0,0.0,0.0,0.0,1.2646861681273793e-05,0.0,0.0,0.0,0.0,9.492979941333384e-06,1.3658341148939658e-05,4.525112109652517e-06,3.259073026514887e-05,2.378822768188479e-05,1.7043178893727258e-05,2.024627569758543e-05,3.4716596847733004e-05,3.393345272881516e-05,3.5882420484556204e-05,3.592754133463631e-05,6.092545770250099e-05,7.444252698541603e-05,6.984912588808174e-05,6.62246495936923e-05,8.622569830135375e-05,7.860584670287776e-05,7.86089631306874e-05,5.553096861154069e-05,8.373921216782021e-05,6.224905848299044e-05,8.386461854434984e-05,8.267289577217295e-05,6.189763587441334e-05,7.032931310141331e-05,7.195236753269336e-05,2.840317358126148e-05,4.351180910499109e-05,5.211175211972215e-05,5.06732504356492e-05,1.3856019331918173e-05,1.544524788335749e-05,2.725174343028596e-05,1.3526418447870537e-05,3.688487878048052e-05,3.177443495856781e-05,3.3939435078103124e-05,3.723758084363432e-05,3.2158936611162725e-05,2.3946580704582088e-05,4.5281908179610686e-05,5.444320031649647e-05,4.332567913002037e-05,4.9905269105252e-05,4.080799836768006e-05,4.7691558253535136e-05,4.083415297538943e-05,3.984464054937098e-05,1.7737485218762318e-05,2.447825616903052e-05,2012-06 - 2017-05,1834,1380,645,11,21,change
tweerk,8.031999485952032e-06,0.0,0.0,0.0,0.0,0.0,0.0,1.6166580444904293e-05,5.250446287934474e-06,0.0,0.0,0.0,9.050224219305034e-06,4.655818609306981e-06,5.233410090014654e-05,1.7043178893727258e-05,2.024627569758543e-05,1.5429598598992447e-05,1.508153454614007e-05,3.2294178436100584e-05,4.311304960156357e-05,2.707798120111155e-05,4.737251717253748e-05,2.9935339666320743e-05,1.558227049263348e-05,2.028839960031853e-05,2.947719251357916e-05,3.93044815653437e-05,3.533788911643498e-05,2.7343416218063743e-05,2.3801110596437524e-05,2.5672842411535664e-05,1.945244606404069e-05,2.366674312845216e-05,1.875448349371021e-05,3.297816845248445e-05,1.7041904148756886e-05,8.702361820998219e-06,1.532698591756534e-05,1.4075902898791443e-05,5.542407732767269e-06,2.316787182503624e-05,8.175523029085786e-06,2.705283689574108e-06,1.756422799070501e-05,1.5051048138268962e-05,1.6969717539051562e-05,1.3540938488594298e-05,7.146430358036161e-06,9.210223347916188e-06,1.3207223219053116e-05,7.259093375532863e-06,1.318607625696272e-05,1.0693986236839714e-05,9.274545083563651e-06,6.813079750505019e-06,7.101591821806858e-06,5.197127028178823e-06,1.1824990145841544e-05,8.159418723010172e-06,2012-06 - 2017-05,552,476,378,5,25,buzz
msoulez,8.031999485952032e-06,0.0,0.0,7.472277849179544e-06,0.0,0.0,6.024931165161438e-06,1.0777720296602862e-05,0.0,1.949868871318404e-05,9.492979941333384e-06,4.552780382979886e-06,0.0,0.0,2.378822768188479e-05,8.521589446863629e-06,1.2147765418551258e-05,1.928699824874056e-05,2.6392685455745123e-05,2.5117694339189345e-05,1.0778262400390893e-05,2.3693233550972607e-05,2.3686258586268737e-05,2.660919081450733e-05,1.3634486681054296e-05,4.2267499167330266e-05,1.3756023173003608e-05,4.101337206818473e-05,3.197237586725069e-05,4.1015124327095615e-05,1.6477691951379822e-05,2.053827392922853e-05,3.890489212808139e-05,1.456414961750902e-05,3.1257472489517024e-05,2.998015313862224e-05,1.7041904148756886e-05,1.4503936368330365e-05,1.532698591756534e-05,1.970626405830802e-05,1.3856019331918173e-05,1.2871039902797906e-05,1.9076220401200168e-05,1.3526418447870537e-05,3.512845598141002e-05,4.013612836871723e-05,4.072732209372375e-05,4.739328471008004e-05,4.6451797327235045e-05,3.868293806124798e-05,3.0187938786407127e-05,2.177728012659859e-05,2.825587769349154e-05,4.2775944947358855e-05,3.5243271317541873e-05,3.917520856540386e-05,3.3732561153582574e-05,4.50417675775498e-05,3.1533307055577455e-05,2.447825616903052e-05,2012-06 - 2017-05,1068,662,585,1,34,change
mddddt,8.031999485952032e-06,0.0,0.0,7.472277849179544e-06,6.935341808321023e-06,0.0,6.024931165161438e-06,1.0777720296602862e-05,0.0,4.87467217829601e-06,0.0,1.3658341148939658e-05,1.357533632895755e-05,1.3967455827920945e-05,9.515291072753915e-06,2.1303973617159072e-05,1.6197020558068344e-05,2.7001797548236784e-05,1.1311150909605052e-05,2.5117694339189345e-05,2.514927893424541e-05,1.692373825069472e-05,2.707000981287856e-05,2.9935339666320743e-05,2.72689733621086e-05,2.366979953370495e-05,1.5721169340575553e-05,1.1962233519887213e-05,8.41378312296071e-06,1.3671708109031872e-05,9.154273306322124e-06,5.134568482307133e-06,1.458933454803052e-05,5.4615561065658825e-06,1.0940115371330958e-05,1.1992061255448892e-05,7.574179621669728e-06,2.900787273666073e-06,3.065397183513068e-06,1.4075902898791443e-05,2.7712038663836344e-06,5.148415961119163e-06,1.0900697372114382e-05,5.410567379148215e-06,7.0256911962820045e-06,1.6723386820298848e-06,3.393943507810313e-06,1.0155703866445724e-05,5.359822768527121e-06,9.210223347916188e-06,7.546984696601782e-06,7.259093375532863e-06,7.53490071826441e-06,5.346993118419857e-06,7.419636066850921e-06,3.4065398752525097e-06,3.550795910903429e-06,5.197127028178823e-06,5.912495072920773e-06,2.039854680752543e-06,2012-06 - 2017-05,284,241,224,4,22,buzz
slpe,8.031999485952032e-06,0.0,0.0,0.0,0.0,6.323430840636896e-06,0.0,1.0777720296602862e-05,0.0,9.74934435659202e-06,9.492979941333384e-06,9.105560765959772e-06,1.8100448438610067e-05,1.8623274437227925e-05,9.515291072753915e-06,2.1303973617159072e-05,3.239404111613669e-05,1.928699824874056e-05,3.393345272881516e-05,3.9470662533011824e-05,2.8742033067709043e-05,4.061697180166733e-05,4.3988765945927655e-05,3.658763736994758e-05,4.479902766632126e-05,5.241169896748953e-05,5.502409269201443e-05,6.322894860511813e-05,7.908956135583066e-05,7.51943945996753e-05,4.760222119287505e-05,7.188395875229986e-05,7.294667274015261e-05,3.27693366393953e-05,5.157482960770309e-05,6.895435221883113e-05,3.597735320293121e-05,4.351180910499109e-05,5.517714930323522e-05,4.78580698558909e-05,2.7712038663836345e-05,1.8019455863917068e-05,1.6351046058171572e-05,3.516868796446339e-05,3.688487878048052e-05,4.180846705074712e-05,2.5454576308577345e-05,2.369664235504002e-05,1.4292860716072322e-05,3.3156804052498274e-05,2.6414446438106235e-05,3.44806935337811e-05,1.1302351077396615e-05,2.1387972473679428e-05,2.040399918384003e-05,2.043923925151506e-05,8.876989777258572e-06,1.559138108453647e-05,9.854158454867956e-06,1.0199273403762717e-05,2012-06 - 2017-05,1061,944,659,9,32,buzz
jonémar,8.031999485952032e-06,0.0,0.0,7.472277849179544e-06,0.0,0.0,6.024931165161438e-06,5.388860148301431e-06,0.0,4.87467217829601e-06,4.746489970666692e-06,9.105560765959772e-06,4.525112109652517e-06,4.655818609306981e-06,0.0,0.0,8.098510279034172e-06,3.857399649748112e-06,1.1311150909605052e-05,7.176484096911241e-06,7.185508266927261e-06,3.384747650138944e-06,6.767502453219639e-06,1.663074425906708e-05,1.7530054304212667e-05,3.0432599400477792e-05,2.751204634600721e-05,2.563335754261545e-05,2.524134936888213e-05,3.076134324532171e-05,2.3801110596437524e-05,1.0269136964614266e-05,1.945244606404069e-05,1.8205187021886275e-05,2.188023074266192e-05,2.6982137824760007e-05,1.893544905417432e-05,1.1603149094664292e-05,6.130794367026136e-06,8.445541739274865e-06,1.6627223198301806e-05,1.544524788335749e-05,1.9076220401200168e-05,1.0821134758296427e-05,8.782113995352505e-06,1.3378709456239078e-05,2.375760455467219e-05,2.2004025043965736e-05,1.2506253126563282e-05,2.026249136541561e-05,9.433730870752227e-06,2.540682681436502e-05,1.318607625696272e-05,2.1387972473679428e-05,1.2984363116989112e-05,1.5329429438636295e-05,1.2427785688162e-05,1.905613243665568e-05,1.3795821836815136e-05,1.0199273403762717e-05,2012-06 - 2017-05,587,422,279,15,25,change
