form,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,period,nbOcc,nbOcc_period,nbUsers_period,propagation_start,propagation_end_ex,type
cuissance,8.220439300276207e-06,0.0,8.304889088206227e-06,0.0,0.0,0.0,0.0,6.024931165161438e-06,5.388860148301431e-06,2.1001785151737897e-05,2.437336089148005e-05,2.373244985333346e-05,4.552780382979886e-06,5.882645742548272e-05,4.655818609306981e-05,3.806116429101566e-05,2.5564768340590886e-05,3.6443296255653774e-05,2.314439789848867e-05,6.786690545763032e-05,3.9470662533011824e-05,7.544783680273625e-05,5.077121475208416e-05,5.7523770852366935e-05,4.3239935073574415e-05,3.700789242000452e-05,5.072099900079632e-05,3.1442338681151105e-05,2.563335754261545e-05,1.682756624592142e-05,1.5380671622660856e-05,2.1970255935173097e-05,8.557614137178555e-06,1.458933454803052e-05,1.2743630915320393e-05,1.250298899580681e-05,1.049305359851778e-05,1.3254814337922025e-05,1.1603149094664292e-05,9.196191550539204e-06,8.445541739274865e-06,1.3856019331918173e-05,2.5742079805595813e-06,8.175523029085786e-06,1.0821134758296427e-05,5.269268397211503e-06,1.1706370774209191e-05,5.0909152617154684e-06,1.5233555799668586e-05,3.5732151790180804e-06,1.289431268708266e-05,9.433730870752227e-06,1.270341340718251e-05,3.767450359132205e-06,8.911655197366427e-06,1.8549090167127305e-06,6.813079750505019e-06,7.101591821806858e-06,1.7323756760596076e-06,1.970831690973591e-06,2012-05 - 2017-04,559,452,357,6,21,buzz
fvg,8.220439300276207e-06,0.0,0.0,0.0,0.0,0.0,6.323430840636896e-06,1.2049862330322875e-05,1.6166580444904293e-05,1.5751338863803424e-05,2.437336089148005e-05,1.8985959882666768e-05,3.642224306383909e-05,5.882645742548272e-05,5.586982331168378e-05,6.184939197290045e-05,4.686874195774996e-05,8.098510279034172e-05,8.100539264471035e-05,6.786690545763032e-05,9.329429325984614e-05,8.622609920312713e-05,5.41559624022231e-05,6.090752207897676e-05,4.989223277720125e-05,0.0001733527592305,0.0002113374958366,0.0002318872477734,0.0002136113128551,0.0002002480383264,0.0001503887891993,0.000201394012739,0.0001643061914338,0.0002074927580164,0.0001128721595356,0.0001344071317049,0.0001843779418025,9.657079017628904e-05,9.57259800309804e-05,0.0001348774760745,9.57161397117818e-05,8.86785237242763e-05,0.0001003941112418,0.0001144573224072,0.0001136219149621,0.0001528087835191,0.000117063707742,0.0001170910510194,0.0001049422732866,0.0001357821768026,0.0001823624222887,0.0001565999324544,0.0001052568539452,0.0001054886100557,9.9810538210504e-05,0.0001001650869024,0.0001243387054467,0.0001154008671043,0.0001004777892114,6.897910918407569e-05,2012-05 - 2017-04,3675,2944,2553,10,26,change
baleyer,8.220439300276207e-06,0.0,0.0,0.0,0.0,6.935341808321023e-06,0.0,1.2049862330322875e-05,5.388860148301431e-06,0.0,0.0,9.492979941333384e-06,4.552780382979886e-06,1.357533632895755e-05,4.655818609306981e-06,1.4272936609130873e-05,4.260794723431814e-06,2.024627569758543e-05,1.5429598598992447e-05,1.508153454614007e-05,3.5882420484556204e-05,1.437101653385452e-05,1.692373825069472e-05,1.6918756133049097e-05,6.652297703626833e-06,1.168670286947511e-05,2.1979099567011737e-05,2.1616607843291384e-05,1.5380014525569273e-05,1.3462052996737137e-05,1.3671708109031872e-05,5.492563983793274e-06,1.0269136964614266e-05,2.593659475205426e-05,1.2743630915320393e-05,7.814368122379256e-06,1.1992061255448892e-05,9.46772452708716e-06,5.801574547332146e-06,6.130794367026136e-06,2.815180579758289e-06,1.6627223198301806e-05,7.722623941678744e-06,2.725174343028596e-06,5.410567379148215e-06,8.782113995352505e-06,1.5051048138268962e-05,5.0909152617154684e-06,1.184832117752001e-05,5.359822768527121e-06,5.526134008749712e-06,7.546984696601782e-06,5.444320031649647e-06,0.0,5.346993118419857e-06,1.8549090167127305e-06,6.813079750505019e-06,3.550795910903429e-06,1.7323756760596076e-06,0.0,2012-05 - 2017-04,303,239,205,4,24,buzz
lassui,1.6440878600552414e-05,8.031999485952032e-06,1.6609778176412454e-05,1.6603848772145382e-05,7.472277849179544e-06,1.3870683616642048e-05,3.794058504382138e-05,2.409972466064575e-05,2.694430074150716e-05,4.20035703034758e-05,8.286942703103217e-05,9.018330944266714e-05,8.195004689363794e-05,8.597713008339781e-05,9.311637218613962e-05,7.612232858203132e-05,0.0001320846364263,8.908361306937589e-05,7.714799299496224e-05,0.0001319634272787,0.0001112355035021,0.0001005971157369,0.000121850915405,0.0001015125367982,9.313216785077564e-05,8.375470389790497e-05,0.0001234210975686,7.664070053530581e-05,9.057119665057462e-05,8.750334447879138e-05,7.177646757241733e-05,7.506504111184142e-05,5.990329896024988e-05,6.322044970813226e-05,6.371815457660197e-05,5.9389197730082345e-05,6.295832159110669e-05,3.787089810834864e-05,4.351180910499109e-05,5.8242546486748285e-05,2.53366252178246e-05,3.602565026298725e-05,3.861311970839372e-05,4.3602789488457526e-05,4.328453903318572e-05,2.458991918698701e-05,4.180846705074712e-05,4.751520910934438e-05,3.3852346221485746e-05,3.2158936611162725e-05,2.026249136541561e-05,3.962166965715936e-05,2.7221600158248235e-05,1.6953526616094924e-05,3.029962767104585e-05,2.9678544267403684e-05,4.428501837828263e-05,3.1957163198130864e-05,4.330939190149019e-05,1.970831690973591e-05,2012-05 - 2017-04,2008,1583,911,2,19,buzz
ptdddddddrrr,8.220439300276207e-06,8.031999485952032e-06,8.304889088206227e-06,8.301924386072691e-06,0.0,0.0,6.323430840636896e-06,0.0,1.6166580444904293e-05,3.675312401554132e-05,2.437336089148005e-05,5.221138967733361e-05,4.097502344681897e-05,4.977623320617768e-05,4.655818609306981e-05,7.612232858203132e-05,6.817271557490903e-05,4.859106167420503e-05,7.329059334521412e-05,0.0001357338109152,9.329429325984614e-05,7.544783680273625e-05,8.800343890361254e-05,5.0756268399147295e-05,6.319682818445492e-05,7.206800102842985e-05,0.0001132768977684,7.664070053530581e-05,6.493783910795916e-05,5.8896481860724966e-05,5.981372297701444e-05,5.4925639837932745e-05,5.648025330537846e-05,5.51152638481153e-05,2.912829923501804e-05,4.6886208734275535e-05,4.047320673714001e-05,3.976444301376608e-05,3.480944728399288e-05,3.065397183513068e-05,1.970626405830802e-05,2.7712038663836345e-05,2.8316287786155395e-05,2.725174343028596e-05,2.975812058531518e-05,1.756422799070501e-05,3.177443495856781e-05,3.563640683200828e-05,4.570066739900576e-05,4.823840491674408e-05,3.3156804052498274e-05,3.3961431134708015e-05,1.814773343883216e-05,1.6953526616094924e-05,2.8517296631572568e-05,2.040399918384003e-05,1.703269937626255e-05,2.663096933177572e-05,2.4253259464834505e-05,7.883326763894364e-06,2012-05 - 2017-04,1483,1119,822,4,22,buzz
mimba,8.220439300276207e-06,0.0,0.0,0.0,0.0,1.3870683616642048e-05,6.323430840636896e-06,6.024931165161438e-06,0.0,1.0500892575868949e-05,9.74934435659202e-06,9.492979941333384e-06,9.105560765959772e-06,2.2625560548262583e-05,1.3967455827920945e-05,2.8545873218261746e-05,3.834715251088633e-05,5.66895719532392e-05,4.628879579697734e-05,3.393345272881516e-05,3.2294178436100584e-05,3.592754133463631e-05,3.0462728851250496e-05,3.7221263492708014e-05,2.660919081450733e-05,5.2590162912638e-05,4.057679920063706e-05,4.1268069519010827e-05,2.3924467039774425e-05,1.1779296372144993e-05,2.0507562163547808e-05,3.112452924149522e-05,4.4499593513328486e-05,2.917866909606104e-05,1.2743630915320393e-05,2.3443104367137768e-05,3.747519142327779e-05,1.7041904148756886e-05,3.480944728399288e-05,2.758857465161761e-05,5.630361159516577e-06,2.494083479745271e-05,1.0296831922238324e-05,1.6351046058171572e-05,1.893698582701875e-05,8.782113995352505e-06,3.177443495856781e-05,1.5272745785146406e-05,1.3540938488594298e-05,1.6079468305581362e-05,1.47363573566659e-05,1.1320477044902672e-05,1.4518186751065726e-05,7.53490071826441e-06,1.2476317276313e-05,1.8549090167127305e-06,1.5329429438636295e-05,1.0652387732710289e-05,8.661878380298038e-06,7.883326763894364e-06,2012-05 - 2017-04,762,572,368,4,24,buzz
frapppe,8.220439300276207e-06,8.031999485952032e-06,8.304889088206227e-06,0.0,2.241683354753863e-05,0.0,1.2646861681273793e-05,0.0,1.0777720296602862e-05,5.250446287934474e-06,0.0,4.746489970666692e-06,1.3658341148939658e-05,4.525112109652517e-06,1.8623274437227925e-05,2.378822768188479e-05,1.2782384170295443e-05,4.049255139517086e-05,1.1572198949244335e-05,3.016306909228014e-05,1.0764726145366864e-05,4.311304960156357e-05,1.3538990600555777e-05,2.3686258586268737e-05,2.328304196269392e-05,3.116454098526696e-05,1.3525599733545686e-05,2.1616607843291384e-05,1.0253343017046182e-05,6.731026498368568e-06,1.1962744595402888e-05,9.154273306322124e-06,1.3692182619485688e-05,8.105185860016957e-06,1.456414961750902e-05,4.6886208734275535e-06,7.495038284655558e-06,7.574179621669728e-06,8.702361820998219e-06,3.065397183513068e-06,1.1260722319033154e-05,2.7712038663836344e-06,5.148415961119163e-06,2.725174343028596e-06,2.705283689574108e-06,1.7564227990705011e-06,6.689354728119539e-06,1.0181830523430935e-05,3.3852346221485745e-06,3.5732151790180804e-06,7.36817867833295e-06,5.660238522451336e-06,3.629546687766432e-06,1.8837251795661024e-06,7.129324157893142e-06,9.274545083563651e-06,1.7032699376262548e-06,7.101591821806858e-06,6.92950270423843e-06,1.970831690973591e-06,2012-05 - 2017-04,289,233,224,6,22,buzz
mddddddrrrrrrrr,8.220439300276207e-06,0.0,0.0,0.0,0.0,0.0,0.0,6.024931165161438e-06,1.0777720296602862e-05,1.0500892575868949e-05,0.0,1.4239469912000076e-05,2.276390191489943e-05,9.050224219305034e-06,3.724654887445585e-05,3.806116429101566e-05,1.7043178893727258e-05,2.83447859766196e-05,7.714799299496224e-06,3.7703836365350174e-05,3.5882420484556204e-05,1.437101653385452e-05,2.707798120111155e-05,2.3686258586268737e-05,1.99568931108805e-05,1.168670286947511e-05,3.0432599400477792e-05,3.340748484872305e-05,2.734224804545649e-05,1.851032287051356e-05,1.0253781081773904e-05,2.0139401273908675e-05,8.557614137178555e-06,1.458933454803052e-05,5.4615561065658825e-06,1.5628736244758512e-05,1.6489084226242226e-05,7.574179621669728e-06,8.702361820998219e-06,3.065397183513068e-06,5.630361159516577e-06,5.542407732767269e-06,2.5742079805595813e-06,2.725174343028596e-06,8.115851068722321e-06,8.782113995352505e-06,6.689354728119539e-06,5.0909152617154684e-06,1.184832117752001e-05,3.5732151790180804e-06,5.526134008749712e-06,7.546984696601782e-06,7.259093375532863e-06,7.53490071826441e-06,1.0693986236839714e-05,3.709818033425461e-06,6.813079750505019e-06,7.101591821806858e-06,5.197127028178823e-06,5.912495072920773e-06,2012-05 - 2017-04,365,292,276,4,21,buzz
ptddddddrr,1.6440878600552414e-05,0.0,8.304889088206227e-06,0.0,7.472277849179544e-06,6.935341808321023e-06,6.323430840636896e-06,4.217451815613006e-05,1.6166580444904293e-05,3.150267772760685e-05,4.87467217829601e-05,3.3225429794666844e-05,6.829170574469829e-05,6.335156953513524e-05,6.983727913960472e-05,0.0001046682018002,7.669430502177266e-05,6.883733737179046e-05,9.257759159395468e-05,0.0001244226600056,0.0001040590194052,0.0001257463946712,6.769495300277888e-05,9.136128311846514e-05,8.647987014714883e-05,7.98591362747466e-05,0.0001284931974686,0.0001159436238867,9.398897765625667e-05,9.423437097715994e-05,7.861232162693327e-05,6.041820382172602e-05,5.819177613281417e-05,8.267289577217295e-05,5.461556106565883e-05,6.876643947693745e-05,6.445732924803779e-05,4.73386226354358e-05,6.38173200206536e-05,5.517714930323522e-05,3.941252811661604e-05,2.7712038663836345e-05,3.346470374727456e-05,3.5427266459371737e-05,1.6231702137444643e-05,3.864130157955102e-05,3.846378968668735e-05,4.581823735543922e-05,4.908590202115433e-05,4.823840491674408e-05,4.42090720699977e-05,5.4715639050362914e-05,3.2665920189897885e-05,2.448842733435933e-05,4.455827598683214e-05,2.7823635250690952e-05,2.3845779126767568e-05,3.0181765242679148e-05,2.25208837887749e-05,1.7737485218762318e-05,2012-05 - 2017-04,2052,1579,1013,3,22,buzz
otel,8.220439300276207e-06,0.0,0.0,1.6603848772145382e-05,0.0,2.080602542496307e-05,0.0,1.2049862330322875e-05,1.6166580444904293e-05,2.1001785151737897e-05,9.74934435659202e-06,1.4239469912000076e-05,2.276390191489943e-05,2.71506726579151e-05,3.724654887445585e-05,5.709174643652349e-05,4.2607947234318144e-05,2.024627569758543e-05,6.171839439596979e-05,4.524460363842021e-05,6.100011482374555e-05,4.67058037350272e-05,4.7386467101945214e-05,6.090752207897676e-05,4.656608392538783e-05,2.72689733621086e-05,6.255589876764879e-05,7.467555436773387e-05,5.2975605588071945e-05,6.057923848531711e-05,5.8104759463385455e-05,5.85873491604616e-05,3.251893372127851e-05,5.673630102011869e-05,3.823089274596118e-05,4.376046148532383e-05,4.197221439407112e-05,2.840317358126148e-05,3.19086600103268e-05,3.6784766202156814e-05,1.970626405830802e-05,2.7712038663836345e-05,1.8019455863917068e-05,5.450348686057191e-06,8.115851068722321e-06,1.580780519163451e-05,2.1740402866388505e-05,1.866668929295672e-05,6.770469244297149e-06,1.2506253126563282e-05,1.1052268017499425e-05,1.6980715567354007e-05,1.814773343883216e-05,9.418625897830514e-06,7.129324157893142e-06,5.564727050138191e-06,6.813079750505019e-06,0.0,3.464751352119215e-06,3.941663381947182e-06,2012-05 - 2017-04,983,948,416,6,25,buzz
fdpppppp,8.220439300276207e-06,0.0,0.0,0.0,0.0,6.935341808321023e-06,0.0,6.024931165161438e-06,5.388860148301431e-06,1.5751338863803424e-05,1.949868871318404e-05,2.373244985333346e-05,2.276390191489943e-05,4.072600898687265e-05,2.793491165584189e-05,6.184939197290045e-05,5.539033140461359e-05,3.239404111613669e-05,3.4716596847733004e-05,6.786690545763032e-05,3.5882420484556204e-05,6.826232853580898e-05,4.061697180166733e-05,3.3837512266098194e-05,3.326148851813416e-05,6.038129815895474e-05,2.536049950039816e-05,3.5372631016294995e-05,2.563335754261545e-05,3.197237586725069e-05,3.076134324532171e-05,2.0139401273908675e-05,1.882675110179282e-05,2.1073483236044085e-05,2.366674312845216e-05,1.875448349371021e-05,1.6489084226242226e-05,1.893544905417432e-05,2.0305510915662512e-05,2.1457780284591474e-05,2.252144463806631e-05,8.313611599150903e-06,1.544524788335749e-05,2.1801394744228763e-05,2.4347553206166964e-05,1.580780519163451e-05,1.1706370774209191e-05,1.6969717539051562e-05,1.184832117752001e-05,1.4292860716072322e-05,1.842044669583237e-05,1.3207223219053116e-05,1.270341340718251e-05,1.506980143652882e-05,1.0693986236839714e-05,3.709818033425461e-06,1.362615950101004e-05,1.0652387732710289e-05,1.905613243665568e-05,5.912495072920773e-06,2012-05 - 2017-04,626,527,489,3,21,buzz
unranked,8.220439300276207e-06,0.0,0.0,0.0,0.0,0.0,6.323430840636896e-06,0.0,0.0,0.0,0.0,0.0,4.552780382979886e-06,0.0,9.311637218613964e-06,0.0,4.260794723431814e-06,4.049255139517086e-06,1.928699824874056e-05,1.1311150909605052e-05,2.5117694339189345e-05,7.185508266927261e-06,2.0308485900833664e-05,6.767502453219639e-06,1.663074425906708e-05,2.72689733621086e-05,1.1834899766852474e-05,1.965146167571944e-05,1.5380014525569273e-05,2.0193079495105703e-05,1.708963513628984e-05,2.1970255935173097e-05,3.08074108938428e-05,3.079970626806443e-05,2.0025705724074904e-05,2.656885161608947e-05,2.998015313862224e-05,1.893544905417432e-05,4.351180910499109e-05,3.065397183513068e-05,1.689108347854973e-05,3.602565026298725e-05,2.8316287786155395e-05,1.0900697372114382e-05,2.4347553206166964e-05,2.810276478512801e-05,2.3412741548418382e-05,3.3939435078103124e-05,1.6926173110742873e-05,4.109197455870793e-05,4.236702740041446e-05,4.716865435376114e-05,3.2665920189897885e-05,3.2023328052623743e-05,3.7428951828939e-05,3.1533453284116416e-05,2.3845779126767568e-05,3.0181765242679148e-05,2.25208837887749e-05,1.7737485218762318e-05,2012-05 - 2017-04,926,583,492,10,39,change
mddddddrrr,8.220439300276207e-06,8.031999485952032e-06,2.491466726461868e-05,3.3207697544290764e-05,2.9889111396718176e-05,6.935341808321023e-06,4.4264015884458274e-05,5.422438048645294e-05,5.927746163131574e-05,3.675312401554132e-05,7.312008267444015e-05,8.069032950133376e-05,0.0001092667291915,0.0001357533632895,0.0001536420141071,0.0001570023027004,0.0001533886100435,0.000141723929883,0.0002314439789848,0.0001998303327363,0.0002152945229073,0.0001796377066731,0.0001523136442562,0.0001488850539708,0.0001363721029243,0.00014803156968,0.0002214816956368,0.000178828301249,0.0001486734737471,0.0001463998263395,0.0001298812270358,9.886615170827894e-05,0.0001026913696461,0.0001215777879002,7.646178549192236e-05,0.0001109640273377,0.000130413666153,5.30192573516881e-05,5.5114958199655385e-05,3.371936901864375e-05,5.630361159516577e-05,3.879685412937088e-05,4.633574365007247e-05,2.997691777331455e-05,4.057925534361161e-05,5.620552957025604e-05,4.682548309683677e-05,4.921218086324953e-05,5.754898857652577e-05,3.3945544200671764e-05,4.605111673958094e-05,6.414936992111514e-05,3.629546687766432e-05,4.332567913002037e-05,3.3864289749992425e-05,2.9678544267403684e-05,5.620790794166641e-05,2.663096933177572e-05,3.2915137845132545e-05,2.562081198265668e-05,2012-05 - 2017-04,2740,2320,1627,4,21,buzz
jvj,8.220439300276207e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.388860148301431e-06,1.5751338863803424e-05,0.0,4.746489970666692e-06,4.552780382979886e-06,1.357533632895755e-05,1.3967455827920945e-05,9.515291072753915e-06,4.260794723431814e-06,4.049255139517086e-06,7.714799299496224e-06,1.508153454614007e-05,2.8705936387644965e-05,3.592754133463631e-05,2.707798120111155e-05,3.3837512266098194e-05,3.326148851813416e-05,2.337340573895022e-05,4.057679920063706e-05,4.716350802172666e-05,6.322894860511813e-05,6.562750835909354e-05,5.639579594975648e-05,6.407991314425487e-05,5.648025330537846e-05,8.105185860016957e-05,6.917971068316784e-05,0.0001312813844559,0.0001663898499193,7.763534112211471e-05,6.38173200206536e-05,5.517714930323522e-05,4.222770869637433e-05,6.0966485060439953e-05,6.435519951398953e-05,5.450348686057191e-05,4.328453903318572e-05,9.835967674794806e-05,0.0001388041106084,0.0001136971075116,0.0001337167675748,0.0001143428857285,7.183974211374626e-05,0.0001320722321905,0.0001197750406962,9.795370933743734e-05,8.198722781577113e-05,0.0001279887221531,0.0001260419753843,9.232069368348916e-05,8.661878380298038e-05,6.306661411115491e-05,2012-05 - 2017-04,3757,2301,974,15,43,change
ptdddddddddrrr,8.220439300276207e-06,0.0,0.0,0.0,0.0,0.0,6.323430840636896e-06,6.024931165161438e-06,1.0777720296602862e-05,5.250446287934474e-06,0.0,4.746489970666692e-06,3.642224306383909e-05,2.71506726579151e-05,4.1902367483762834e-05,5.233410090014654e-05,2.98255630640227e-05,2.83447859766196e-05,5.014619544672545e-05,4.147422000188519e-05,4.305890458146745e-05,3.952029546809994e-05,4.400171945180627e-05,2.3686258586268737e-05,2.9935339666320743e-05,3.311232479684615e-05,5.072099900079632e-05,4.91286541892986e-05,2.563335754261545e-05,2.692410599347427e-05,2.9052379731692727e-05,2.1970255935173097e-05,1.3692182619485688e-05,4.538904081609495e-05,1.638466831969765e-05,3.2820346113992875e-05,3.597618376634668e-05,1.5148359243339455e-05,2.0305510915662512e-05,1.532698591756534e-05,5.630361159516577e-06,1.1084815465534538e-05,1.0296831922238324e-05,1.3625871715142975e-05,1.0821134758296427e-05,1.580780519163451e-05,1.5051048138268962e-05,1.1878802277336094e-05,1.184832117752001e-05,1.9652683484599444e-05,7.36817867833295e-06,1.5093969393203563e-05,9.073866719416078e-06,1.506980143652882e-05,5.346993118419857e-06,7.419636066850921e-06,6.813079750505019e-06,1.2427785688162e-05,8.661878380298038e-06,3.941663381947182e-06,2012-05 - 2017-04,612,513,427,4,22,buzz
mddddddddrrrrr,8.220439300276207e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.694430074150716e-05,5.250446287934474e-06,1.949868871318404e-05,1.8985959882666768e-05,2.276390191489943e-05,2.2625560548262583e-05,1.3967455827920945e-05,1.903058214550783e-05,3.4086357787454515e-05,2.429553083710252e-05,2.7001797548236784e-05,6.032613818456028e-05,7.535308301756803e-05,3.2334787201172675e-05,3.384747650138944e-05,3.0453761039488378e-05,2.9935339666320743e-05,1.9477838115791853e-05,3.381399933386421e-05,1.965146167571944e-05,3.0760029051138547e-05,2.692410599347427e-05,2.7343416218063743e-05,2.3801110596437524e-05,1.1980659792049977e-05,1.945244606404069e-05,9.102593510943138e-06,1.406586262028266e-05,1.3491068912380004e-05,1.3254814337922025e-05,1.7404723641996438e-05,9.196191550539204e-06,5.630361159516577e-06,1.1084815465534538e-05,2.5742079805595813e-06,1.3625871715142975e-05,1.0821134758296427e-05,1.2294959593493509e-05,2.006806418435861e-05,3.393943507810313e-06,1.3540938488594298e-05,5.359822768527121e-06,1.8420446695832373e-06,1.1320477044902672e-05,1.0888640063299294e-05,7.53490071826441e-06,1.0693986236839714e-05,0.0,1.1922889563383784e-05,7.101591821806858e-06,3.464751352119215e-06,7.883326763894364e-06,2012-05 - 2017-04,465,394,350,4,22,buzz
ppppptdr,8.220439300276207e-06,0.0,0.0,8.301924386072691e-06,0.0,0.0,0.0,6.024931165161438e-06,0.0,0.0,0.0,0.0,4.552780382979886e-06,4.525112109652517e-06,4.655818609306981e-06,9.515291072753915e-06,8.521589446863629e-06,1.6197020558068344e-05,1.928699824874056e-05,1.1311150909605052e-05,1.7941210242278102e-05,2.1556524800781786e-05,6.769495300277887e-06,1.353500490643928e-05,1.663074425906708e-05,1.558227049263348e-05,1.6906999666932106e-05,2.751204634600721e-05,3.0760029051138547e-05,1.682756624592142e-05,1.3671708109031872e-05,2.3801110596437524e-05,1.3692182619485688e-05,2.755763192405765e-05,1.0923112213131763e-05,2.188023074266192e-05,2.548313016782889e-05,1.1361269432504592e-05,5.801574547332146e-06,1.2261588734052273e-05,2.815180579758289e-06,5.542407732767269e-06,1.0296831922238324e-05,2.725174343028596e-06,2.164226951659285e-05,1.4051382392564007e-05,2.006806418435861e-05,2.71515480624825e-05,2.5389259666114308e-05,1.6079468305581362e-05,1.47363573566659e-05,2.2640954089805343e-05,2.177728012659859e-05,1.1302351077396615e-05,2.1387972473679428e-05,1.4839272133701842e-05,2.3845779126767568e-05,2.663096933177572e-05,2.078850811271529e-05,1.1824990145841544e-05,2012-05 - 2017-04,800,513,241,12,20,change
ptddddddrrr,8.220439300276207e-06,1.6063998971904064e-05,8.304889088206227e-06,1.6603848772145382e-05,7.472277849179544e-06,0.0,0.0,1.807479349548432e-05,3.233316088980859e-05,2.625223143967237e-05,2.437336089148005e-05,4.271840973600023e-05,7.284448612767817e-05,8.14520179737453e-05,6.052564192099076e-05,0.000114183492873,8.94766891920681e-05,9.718212334841006e-05,0.0001234367887919,0.0001357338109152,0.0001076472614536,0.0001329319029381,0.0001590831395565,0.0001116637904781,0.000106436763258,0.0001129714610715,0.0001504722970356,0.0001061178930488,0.000117913444696,9.928264085093637e-05,9.228402973596514e-05,9.154273306322124e-05,7.701852723460699e-05,0.0001134726020402,5.825659847003608e-05,6.564069222798575e-05,0.0001019325206713,4.923216754085323e-05,4.931338365232324e-05,3.985016338566988e-05,3.941252811661604e-05,3.879685412937088e-05,4.8909951630632045e-05,5.99538355466291e-05,3.78739716540375e-05,6.498764356560854e-05,4.8497821778866655e-05,6.957584191011141e-05,5.0778519332228616e-05,4.2878582148216966e-05,6.999769744416302e-05,7.358310079186737e-05,4.355456025319718e-05,4.7093129489152566e-05,6.772857949998485e-05,5.935708853480737e-05,5.620790794166641e-05,4.083415297538943e-05,2.4253259464834505e-05,2.9562475364603864e-05,2012-05 - 2017-04,2691,1902,1296,3,23,buzz
4months,8.220439300276207e-06,0.0,0.0,1.6603848772145382e-05,0.0,0.0,6.323430840636896e-06,0.0,0.0,0.0,0.0,0.0,4.552780382979886e-06,0.0,4.655818609306981e-06,4.757645536376958e-06,4.260794723431814e-06,1.6197020558068344e-05,1.5429598598992447e-05,3.7703836365350176e-06,3.588242048455621e-06,1.7963770667318153e-05,1.3538990600555777e-05,3.38375122660982e-06,1.3304595407253666e-05,9.738919057895926e-06,8.453499833466053e-06,9.82573083785972e-06,6.8355620113641214e-06,1.1779296372144993e-05,5.126890540886952e-06,7.3234186450577e-06,1.54037054469214e-05,2.4315557580050863e-05,9.102593510943138e-06,1.406586262028266e-05,7.495038284655558e-06,1.3254814337922025e-05,1.1603149094664292e-05,9.196191550539204e-06,5.630361159516577e-06,1.6627223198301806e-05,1.0296831922238324e-05,1.3625871715142975e-05,5.410567379148215e-06,3.5128455981410023e-06,3.3446773640597696e-06,5.0909152617154684e-06,1.0155703866445724e-05,8.9330379475452e-06,5.526134008749712e-06,7.546984696601782e-06,1.270341340718251e-05,5.6511755386983086e-06,7.129324157893142e-06,7.419636066850921e-06,1.1922889563383784e-05,1.0652387732710289e-05,5.197127028178823e-06,3.941663381947182e-06,2012-05 - 2017-04,241,203,202,13,18,change
tooooz,8.220439300276207e-06,8.031999485952032e-06,0.0,1.6603848772145382e-05,7.472277849179544e-06,0.0,1.897029252191069e-05,1.807479349548432e-05,5.388860148301431e-06,1.5751338863803424e-05,4.87467217829601e-06,2.373244985333346e-05,3.18694626808592e-05,2.2625560548262583e-05,2.3279093046534906e-05,1.4272936609130873e-05,1.7043178893727258e-05,2.429553083710252e-05,3.857399649748112e-05,3.7703836365350174e-05,3.2294178436100584e-05,1.7963770667318153e-05,6.092545770250099e-05,5.0756268399147295e-05,2.9935339666320743e-05,3.116454098526696e-05,2.874189943378458e-05,3.5372631016294995e-05,3.246891955397958e-05,2.524134936888213e-05,8.54481756814492e-06,1.46468372901154e-05,1.711522827435711e-05,4.7010077988098346e-05,2.730778053282941e-05,2.3443104367137768e-05,3.747519142327779e-05,1.1361269432504592e-05,2.610708546299466e-05,1.532698591756534e-05,1.4075902898791443e-05,8.313611599150903e-06,1.544524788335749e-05,1.0900697372114382e-05,2.164226951659285e-05,1.580780519163451e-05,1.1706370774209191e-05,8.484858769525781e-06,1.184832117752001e-05,5.359822768527121e-06,1.47363573566659e-05,9.433730870752227e-06,5.444320031649647e-06,3.767450359132205e-06,7.129324157893142e-06,5.564727050138191e-06,6.813079750505019e-06,5.326193866355144e-06,6.92950270423843e-06,1.970831690973591e-06,2012-05 - 2017-04,501,464,392,3,22,buzz
